电影·频道,#genre#
电影_吴京,http://epg.112114.xyz/huya/11602045
电影_星星,http://1.117.152.239:39000/huya.php?id=11342412
电影_星星,http://epg.112114.xyz/huya/11342412
电影_星爷,http://1.117.152.239:39000/huya.php?id=11352916
电影_星爷,http://epg.112114.xyz/huya/11352916
电影_王晶,http://1.117.152.239:39000/huya.php?id=11602058
电影_王晶,http://epg.112114.xyz/huya/11602058
电影_吴孟达,http://1.117.152.239:39000/huya.php?id=11336592
电影_吴孟达,http://epg.112114.xyz/huya/11336592
电影_林正英,http://1.117.152.239:39000/huya.php?id=11342421
电影_林正英,http://epg.112114.xyz/huya/11342421
电影_八点档,http://1.117.152.239:39000/huya.php?id=880261
电影_八点档,http://epg.112114.xyz/huya/880261
电影_李连杰,http://1.117.152.239:39000/huya.php?id=11342390
电影_李连杰,http://epg.112114.xyz/huya/11342390
电影_甄子丹,http://1.117.152.239:39000/huya.php?id=11352935
电影_甄子丹,http://epg.112114.xyz/huya/11352935
电影_五福星,http://1.117.152.239:39000/huya.php?id=11282233
电影_五福星,http://epg.112114.xyz/huya/11282233
电影_周润发,http://1.117.152.239:39000/huya.php?id=11342387
电影_周润发,http://epg.112114.xyz/huya/11342387
电影_黑帮片,http://1.117.152.239:39000/huya.php?id=11342419
电影_黑帮片,http://epg.112114.xyz/huya/11342419
电影_警匪片,http://1.117.152.239:39000/huya.php?id=11352962
电影_警匪片,http://epg.112114.xyz/huya/11352962
电影_刘德华,http://1.117.152.239:39000/huya.php?id=11342424
电影_刘德华,http://epg.112114.xyz/huya/11342424
电影_许冠英,http://1.117.152.239:39000/huya.php?id=11601972
电影_许冠英,http://epg.112114.xyz/huya/11601972
电影_动作片,http://1.117.152.239:39000/huya.php?id=11602041
电影_动作片,http://epg.112114.xyz/huya/11602041
电影_玄幻片,http://1.117.152.239:39000/huya.php?id=11342414
电影_玄幻片,http://epg.112114.xyz/huya/11342414
电影_灾难片,http://1.117.152.239:39000/huya.php?id=11602075
电影_灾难片,http://epg.112114.xyz/huya/11602075
电影_古墓片,http://1.117.152.239:39000/huya.php?id=11352913
电影_古墓片,http://epg.112114.xyz/huya/11352913
电影_贺岁片,http://1.117.152.239:39000/huya.php?id=11601986
电影_贺岁片,http://epg.112114.xyz/huya/11601986
电影_功夫片,http://1.117.152.239:39000/huya.php?id=11352941
电影_功夫片,http://epg.112114.xyz/huya/11352941
电影_经典片,http://1.117.152.239:39000/huya.php?id=11279251
电影_经典片,http://epg.112114.xyz/huya/11279251
电影_国产片,http://1.117.152.239:39000/huya.php?id=11352885
电影_国产片,http://epg.112114.xyz/huya/11352885
电影_喜剧片,http://1.117.152.239:39000/huya.php?id=11352878
电影_喜剧片,http://epg.112114.xyz/huya/11352878
电影_粤语经典,http://1.117.152.239:39000/huya.php?id=11336587
电影_粤语经典,http://epg.112114.xyz/huya/11336587
电影_搞笑恐怖,http://1.117.152.239:39000/huya.php?id=11601960
电影_搞笑恐怖,http://epg.112114.xyz/huya/11601960
电影_女神系列,http://1.117.152.239:39000/huya.php?id=11336571
电影_女神系列,http://epg.112114.xyz/huya/11336571
电影_黑帮影院,http://1.117.152.239:39000/huya.php?id=11336719
电影_黑帮影院,http://epg.112114.xyz/huya/11336719
电影_武侠电影,http://1.117.152.239:39000/huya.php?id=11342427
电影_武侠电影,http://epg.112114.xyz/huya/11342427
电影_警匪电影,http://1.117.152.239:39000/huya.php?id=11352886
电影_警匪电影,http://epg.112114.xyz/huya/11352886
电影_许氏三杰,http://1.117.152.239:39000/huya.php?id=11602033
电影_许氏三杰,http://epg.112114.xyz/huya/11602033
电影_动作电影,http://1.117.152.239:39000/huya.php?id=11602077
电影_动作电影,http://epg.112114.xyz/huya/11602077
电影_喜剧专场,http://1.117.152.239:39000/huya.php?id=11352894
电影_喜剧专场,http://epg.112114.xyz/huya/11352894
电影_喜剧影院,http://1.117.152.239:39000/huya.php?id=11352877
电影_喜剧影院,http://epg.112114.xyz/huya/11352877
电影_经典港片,http://1.117.152.239:39000/huya.php?id=11352965
电影_经典港片,http://epg.112114.xyz/huya/11352965
电影_007邦德,http://1.117.152.239:39000/huya.php?id=11352963
电影_007邦德,http://epg.112114.xyz/huya/11352963
电影_经典功夫,http://1.117.152.239:39000/huya.php?id=11352892
电影_经典功夫,http://epg.112114.xyz/huya/11352892
电影_喜剧大片,http://1.117.152.239:39000/huya.php?id=11602044
电影_喜剧大片,http://epg.112114.xyz/huya/11602044
电影_快意江湖,http://1.117.152.239:39000/huya.php?id=11342435
电影_快意江湖,http://epg.112114.xyz/huya/11342435
电影_经典女神,http://1.117.152.239:39000/huya.php?id=11352909
电影_经典女神,http://epg.112114.xyz/huya/11352909
电影_镖行天下,http://1.117.152.239:39000/huya.php?id=11352969
电影_镖行天下,http://epg.112114.xyz/huya/11352969
电影_搞笑喜剧,http://1.117.152.239:39000/huya.php?id=11342423
电影_搞笑喜剧,http://epg.112114.xyz/huya/11342423
电影_贺岁电影,http://1.117.152.239:39000/huya.php?id=11601971
电影_贺岁电影,http://epg.112114.xyz/huya/11601971
电影_赛车电影,http://1.117.152.239:39000/huya.php?id=11279247
电影_赛车电影,http://epg.112114.xyz/huya/11279247
电影_国产悬疑,http://1.117.152.239:39000/huya.php?id=11342395
电影_国产悬疑,http://epg.112114.xyz/huya/11342395
剧场_新三国,http://1.117.152.239:39000/huya.php?id=11352944
剧场_新三国,http://epg.112114.xyz/huya/11352944
搞笑_陈翔六点半,http://1.117.152.239:39000/huya.php?id=cxldb
搞笑_陈翔六点半,http://epg.112114.xyz/huya/cxldb
解说_电影狂人,http://1.117.152.239:39000/huya.php?id=18715610
解说_电影狂人,http://epg.112114.xyz/huya/18715610
解说_鹿哥电影,http://1.117.152.239:39000/huya.php?id=24396360
解说_鹿哥电影,http://epg.112114.xyz/huya/24396360
解说_斌哥漫说,http://1.117.152.239:39000/huya.php?id=18632116
解说_斌哥漫说,http://epg.112114.xyz/huya/18632116
解说_续哥说电影,http://1.117.152.239:39000/huya.php?id=24396472
解说_续哥说电影,http://epg.112114.xyz/huya/24396472
解说_小川侃电影,http://1.117.152.239:39000/huya.php?id=15870999
解说_小川侃电影,http://epg.112114.xyz/huya/15870999
解说_扁豆看电影,http://1.117.152.239:39000/huya.php?id=bdcmovie
解说_扁豆看电影,http://epg.112114.xyz/huya/bdcmovie
解说_亮哥讲电影,http://1.117.152.239:39000/huya.php?id=16144175
解说_亮哥讲电影,http://epg.112114.xyz/huya/16144175
解说_科幻梦工场,http://1.117.152.239:39000/huya.php?id=kh1905
解说_科幻梦工场,http://epg.112114.xyz/huya/kh1905
解说_越哥说电影,http://1.117.152.239:39000/huya.php?id=yuegemovie
解说_越哥说电影,http://epg.112114.xyz/huya/yuegemovie
